Name,Type,Date,Date_Index,Supply,Price in USD,Quantity,Gini,Top_3,Top_5,Top_10,Series
STACYPEPE,dispenser,2022-02-04 06:35:37,2022-02,100.0,599.26380665,1.0,0.523,0.53,0.69,0.8,20.0
PEPEGIANT,dispenser,2022-02-04 04:19:17,2022-02,100.0,1276.174,1.0,0.391,0.25,0.36,0.61,36.0
PEPEMONTOYA,dispenser,2022-02-03 22:14:33,2022-02,100.0,880.12,1.0,0.752,1.06,1.16,1.21,6.0
STACYPEPE,dispenser,2022-02-03 02:38:36,2022-02,100.0,529.34531361,1.0,0.522,0.52,0.68,0.79,20.0
PEPECARNIVAL,give,2022-02-02 19:17:21,2022-02,100.0,262.2,1.0,0.587,0.51,0.73,0.86,23.0
SHIALEBPEPE,give,2022-02-02 13:09:28,2022-02,100.0,171.11999999999998,1.0,0.317,0.21,0.29,0.44,13.0
STACYPEPE,dispenser,2022-02-02 01:01:21,2022-02,100.0,340.12985502,1.0,0.528,0.52,0.68,0.79,20.0
STACYPEPE,dispenser,2022-02-02 01:01:21,2022-02,100.0,340.12985502,1.0,0.528,0.51,0.67,0.78,20.0
STACYPEPE,dispenser,2022-02-02 00:38:03,2022-02,100.0,340.12985502,1.0,0.528,0.5,0.66,0.77,20.0
STACYPEPE,dispenser,2022-02-02 00:24:18,2022-02,100.0,340.12985502,1.0,0.522,0.48,0.64,0.75,20.0
STACYPEPE,dispenser,2022-02-02 00:24:18,2022-02,100.0,340.12985502,1.0,0.528,0.49,0.65,0.76,20.0
PEPECARNIVAL,give,2022-01-31 23:44:16,2022-01,100.0,262.2,1.0,0.59,0.51,0.73,0.87,23.0
JONSNOWPEPE,give,2022-01-31 23:44:16,2022-01,100.0,276.0,1.0,0.599,0.66,0.73,0.79,30.0
REYPEPE,give,2022-01-31 18:44:45,2022-01,100.0,331.2,1.0,0.596,0.52,0.7,0.83,6.0
CREMAPEPE,give,2022-01-31 13:42:59,2022-01,100.0,220.8,1.0,0.576,0.64,0.72,0.8,26.0
JUDYPEPE,get,2022-01-31 00:12:03,2022-01,100.0,234.6,1.0,0.549,0.55,0.64,0.75,33.0
PEPEKEN,give,2022-01-30 20:15:51,2022-01,100.0,345.0,1.0,0.495,0.4,0.5,0.64,5.0
MOONPEPESUN,give,2022-01-30 07:34:26,2022-01,100.0,220.8,1.0,0.554,0.54,0.63,0.73,36.0
BADWISHES,give,2022-01-30 06:47:06,2022-01,100.0,151.79999999999998,1.0,0.59,0.66,0.7,0.75,33.0
PEPEKEN,give,2022-01-30 03:43:52,2022-01,100.0,345.0276,1.0,0.502,0.4,0.5,0.65,5.0
PEPELVSD,get,2022-01-29 08:34:36,2022-01,100.0,242.88,1.0,0.509,0.41,0.53,0.7,22.0
STACYPEPE,dispenser,2022-01-29 05:25:42,2022-01,100.0,660.09,1.0,0.529,0.48,0.64,0.75,20.0
PEPECAKEK,get,2022-01-28 22:28:16,2022-01,100.0,124.2,1.0,0.545,0.53,0.59,0.69,32.0
CYBERPEP,get,2022-01-28 21:57:56,2022-01,100.0,317.4,1.0,0.668,0.71,0.85,0.9,34.0
HYPNOPEPE,get,2022-01-28 19:54:31,2022-01,100.0,414.0,1.0,0.269,0.25,0.32,0.42,4.0
SALTANDPEPE,get,2022-01-28 16:18:10,2022-01,100.0,414.0,1.0,0.65,0.7,0.76,0.81,3.0
RAOULDUKEPEP,get,2022-01-27 14:57:36,2022-01,100.0,690.0,1.0,0.596,0.65,0.73,0.81,33.0
PEPELAMA,dispenser,2022-01-27 05:15:54,2022-01,100.0,539.0735,1.0,0.569,0.73,0.82,0.95,20.0
PEPELAMA,dispenser,2022-01-27 05:15:54,2022-01,100.0,550.075,1.0,0.569,0.73,0.82,0.95,20.0
CLUBSPEPE,get,2022-01-26 23:22:54,2022-01,100.0,414.0,1.0,0.583,0.68,0.78,0.84,32.0
PRIVATEPEPE,get,2022-01-26 21:11:35,2022-01,100.0,690.0,1.0,0.611,0.66,0.72,0.82,3.0
STACYPEPE,dispenser,2022-01-26 15:18:07,2022-01,100.0,440.06,1.0,0.529,0.47,0.63,0.74,20.0
PEPECAKEK,get,2022-01-26 06:13:54,2022-01,100.0,124.2,1.0,0.553,0.54,0.6,0.7,32.0
PEPEGIANT,dispenser,2022-01-25 20:34:15,2022-01,100.0,1100.15,1.0,0.389,0.24,0.35,0.6,36.0
MISSTURNPEPE,give,2022-01-25 01:39:29,2022-01,100.0,303.6,1.0,0.67,0.73,0.79,0.89,4.0
PEPELOCATION,get,2022-01-25 01:22:23,2022-01,100.0,306.636,1.0,0.69,0.76,0.82,0.93,31.0
PEPELAMA,dispenser,2022-01-24 05:16:40,2022-01,100.0,550.075,1.0,0.576,0.73,0.82,0.95,20.0
DANPEPERIAN,dispenser,2022-01-23 10:02:12,2022-01,100.0,715.0975,1.0,0.401,0.43,0.53,0.68,5.0
DANPEPERIAN,dispenser,2022-01-23 10:02:12,2022-01,100.0,715.0975,1.0,0.407,0.44,0.54,0.69,5.0
BADWISHES,get,2022-01-22 11:48:56,2022-01,100.0,151.79999999999998,1.0,0.598,0.67,0.71,0.76,33.0
MONTYPEPE,get,2022-01-21 09:27:56,2022-01,100.0,414.0,1.0,0.533,0.58,0.63,0.71,8.0
PEPEMONTOYA,dispenser,2022-01-21 04:11:26,2022-01,100.0,660.09,1.0,0.759,1.06,1.16,1.21,6.0
PEPEMONTOYA,dispenser,2022-01-20 23:51:46,2022-01,100.0,660.09,1.0,0.761,1.05,1.15,1.2,6.0
PEPEMONTOYA,dispenser,2022-01-20 20:52:17,2022-01,100.0,660.09,1.0,0.764,1.04,1.14,1.19,6.0
PEPEWORLDCUP,get,2022-01-20 10:24:19,2022-01,100.0,745.1999999999999,1.0,0.562,0.6,0.64,0.71,29.0
PEPEMONTOYA,dispenser,2022-01-20 09:20:43,2022-01,100.0,660.09,1.0,0.768,1.04,1.13,1.18,6.0
PEPESHIRT,get,2022-01-20 09:20:43,2022-01,100.0,124.2,1.0,0.653,0.69,0.73,0.79,30.0
PEPELAMA,dispenser,2022-01-20 08:22:55,2022-01,100.0,528.072,1.0,0.58,0.71,0.82,0.95,20.0
BITCOINPEPE,dispenser,2022-01-19 13:46:59,2022-01,100.0,3300.45,1.0,0.387,0.41,0.46,0.54,5.0
DANPEPERIAN,dispenser,2022-01-19 08:45:08,2022-01,100.0,715.0975,1.0,0.399,0.42,0.52,0.67,5.0
SHIALEBPEPE,get,2022-01-19 05:20:31,2022-01,100.0,173.88,1.0,0.336,0.21,0.29,0.47,13.0
SHIALEBPEPE,get,2022-01-19 05:20:31,2022-01,100.0,179.39999999999998,1.0,0.338,0.21,0.3,0.47,13.0
PEPESCAVHUNT,get,2022-01-18 19:39:18,2022-01,100.0,214.452,1.0,0.545,0.44,0.57,0.7,12.0
PEPESCAVHUNT,give,2022-01-18 19:17:56,2022-01,100.0,151.79999999999998,2.0,0.549,0.44,0.57,0.71,12.0
REYPEPE,give,2022-01-18 17:25:11,2022-01,100.0,303.876,1.0,0.608,0.54,0.72,0.85,6.0
MISSTURNPEPE,give,2022-01-18 17:25:11,2022-01,100.0,303.876,1.0,0.675,0.74,0.8,0.9,4.0
PEPELAMA,dispenser,2022-01-18 15:32:36,2022-01,100.0,528.072,1.0,0.58,0.7,0.81,0.94,20.0
PEPESMURF,get,2022-01-18 14:02:00,2022-01,100.0,358.79999999999995,1.0,0.288,0.21,0.31,0.44,5.0
PEPESHIRT,get,2022-01-18 12:03:09,2022-01,100.0,124.2,2.0,0.666,0.7,0.74,0.81,30.0
SHIALEBPEPE,get,2022-01-18 11:41:27,2022-01,100.0,165.6,1.0,0.339,0.21,0.3,0.48,13.0
PEPETOBI,get,2022-01-17 23:20:00,2022-01,100.0,690.0,1.0,0.389,0.33,0.4,0.51,33.0
SHIALEBPEPE,get,2022-01-17 21:40:34,2022-01,100.0,165.6,1.0,0.339,0.21,0.3,0.48,13.0
PEPESHIRT,get,2022-01-17 20:29:07,2022-01,100.0,124.2,1.0,0.678,0.72,0.76,0.82,30.0
PEPESHIRT,get,2022-01-17 18:36:49,2022-01,100.0,124.2,1.0,0.681,0.73,0.77,0.82,30.0
PEPEPHONEHOM,dispenser,2022-01-17 12:20:39,2022-01,100.0,1430.195,1.0,0.392,0.33,0.43,0.56,3.0
PEPEUBU,get,2022-01-17 05:58:30,2022-01,100.0,207.0,1.0,1.076,0.92,1.0,1.13,34.0
PEPECAKEK,get,2022-01-17 04:52:30,2022-01,100.0,110.4,2.0,0.561,0.55,0.61,0.71,32.0
PEPELOCATION,get,2022-01-17 04:52:30,2022-01,100.0,151.79999999999998,3.0,0.691,0.77,0.83,0.95,31.0
SALTANDPEPE,give,2022-01-17 00:34:33,2022-01,100.0,289.79999999999995,1.0,0.648,0.69,0.76,0.81,3.0
PEPECAKEK,get,2022-01-16 23:57:26,2022-01,100.0,110.4,1.0,0.574,0.57,0.63,0.73,32.0
PEPEKEN,get,2022-01-16 23:57:26,2022-01,100.0,552.0,1.0,0.508,0.4,0.51,0.66,5.0
PEPENNATOR,give,2022-01-16 23:47:27,2022-01,100.0,427.8000000276,1.0,0.511,0.57,0.62,0.72,31.0
LOWRIDERPEPE,give,2022-01-16 23:42:27,2022-01,100.0,276.0,1.0,0.542,0.43,0.62,0.73,23.0
PEPEBANG,give,2022-01-16 23:42:27,2022-01,100.0,262.2,1.0,0.772,0.73,0.84,0.93,30.0
PEPELOCATION,get,2022-01-16 23:11:09,2022-01,100.0,151.79999999999998,2.0,0.708,0.8,0.86,0.96,31.0
BADWISHES,get,2022-01-16 22:07:01,2022-01,100.0,138.0,1.0,0.606,0.68,0.72,0.77,33.0
PEPELOCATION,get,2022-01-16 21:48:17,2022-01,100.0,151.79999999999998,1.0,0.72,0.82,0.88,0.97,31.0
PEPELOCATION,get,2022-01-16 20:47:19,2022-01,100.0,151.79999999999998,2.0,0.723,0.83,0.89,0.98,31.0
PEPECAKEK,get,2022-01-16 20:31:34,2022-01,100.0,110.4,1.0,0.582,0.58,0.64,0.74,32.0
PEPELOCATION,get,2022-01-16 20:31:34,2022-01,100.0,151.79999999999998,1.0,0.734,0.85,0.91,0.99,31.0
PEPECAKEK,get,2022-01-16 20:08:11,2022-01,100.0,110.4,1.0,0.59,0.59,0.65,0.75,32.0
PEPELOCATION,get,2022-01-16 20:08:11,2022-01,100.0,151.79999999999998,1.0,0.736,0.86,0.92,1.0,31.0
HYPNOPEPE,get,2022-01-16 19:22:42,2022-01,100.0,386.4,1.0,0.277,0.26,0.33,0.43,4.0
PEPETOBI,get,2022-01-16 17:43:22,2022-01,100.0,662.4,2.0,0.399,0.33,0.41,0.53,33.0
PEPEMOVIE,get,2022-01-16 17:24:30,2022-01,100.0,138.0,1.0,0.498,0.48,0.58,0.68,14.0
PEPELVSD,get,2022-01-16 17:24:30,2022-01,100.0,212.52,1.0,0.509,0.41,0.53,0.7,22.0
PUREPEPE,get,2022-01-16 17:24:30,2022-01,100.0,276.0,1.0,0.401,0.28,0.36,0.49,18.0
HIPPIEPEPE,get,2022-01-16 17:24:30,2022-01,100.0,190.44,1.0,0.381,0.31,0.39,0.54,18.0
WALLPEPE,get,2022-01-16 17:16:15,2022-01,100.0,242.88,1.0,0.552,0.55,0.62,0.76,22.0
PAWNTHELAMBO,dispenser,2022-01-16 17:16:15,2022-01,100.0,550.075,1.0,0.552,0.58,0.65,0.77,27.0
PAWNTHELAMBO,dispenser,2022-01-16 17:16:15,2022-01,100.0,528.072,1.0,0.547,0.58,0.65,0.76,27.0
PEPECARNIVAL,get,2022-01-16 17:16:15,2022-01,100.0,262.2,1.0,0.599,0.53,0.75,0.89,23.0
LOWRIDERPEPE,get,2022-01-16 17:16:15,2022-01,100.0,262.2,1.0,0.548,0.44,0.63,0.74,23.0
PEPEANDROID,get,2022-01-16 17:10:50,2022-01,100.0,306.36,1.0,0.592,0.6,0.71,0.81,27.0
PEPECOURAGE,get,2022-01-16 17:08:05,2022-01,100.0,138.0,1.0,0.461,0.43,0.5,0.64,27.0
PEPENNATOR,get,2022-01-16 17:00:54,2022-01,100.0,427.8,1.0,0.519,0.58,0.63,0.73,31.0
CARTOONPEPE,get,2022-01-16 17:00:54,2022-01,100.0,306.36,1.0,0.539,0.51,0.6,0.7,30.0
SHIALEBPEPE,get,2022-01-16 16:43:02,2022-01,100.0,151.79999999999998,1.0,0.352,0.22,0.31,0.49,13.0
SHIALEBPEPE,get,2022-01-16 16:30:42,2022-01,100.0,124.2,1.0,0.353,0.23,0.31,0.49,13.0
SHIALEBPEPE,get,2022-01-16 16:30:42,2022-01,100.0,138.0,1.0,0.355,0.24,0.32,0.49,13.0
PEPETOBI,get,2022-01-16 15:42:36,2022-01,100.0,634.8,1.0,0.403,0.35,0.42,0.53,33.0
TAKOPEPE,dispenser,2022-01-16 07:13:02,2022-01,100.0,770.105,1.0,0.564,0.5,0.7,0.98,28.0
PEPEFETT,give,2022-01-16 06:30:26,2022-01,100.0,538.1999999999999,1.0,0.583,0.53,0.64,0.77,4.0
HANPEPE,give,2022-01-16 06:30:26,2022-01,100.0,303.6,1.0,0.571,0.55,0.64,0.74,4.0
SALTANDPEPE,give,2022-01-16 06:09:12,2022-01,100.0,248.4,2.0,0.656,0.7,0.77,0.82,3.0
MRPOTATOPEPE,dispenser,2022-01-15 20:29:12,2022-01,100.0,506.069,1.0,0.43,0.35,0.45,0.62,16.0
BTCPEPE,dispenser,2022-01-15 20:29:12,2022-01,100.0,2200.3,1.0,0.389,0.32,0.4,0.51,10.0
SHININGPEPE,dispenser,2022-01-15 20:23:43,2022-01,100.0,814.111,1.0,0.587,0.78,0.95,1.17,7.0
PEPEMONTOYA,dispenser,2022-01-15 18:28:08,2022-01,100.0,660.09,1.0,0.772,1.04,1.12,1.17,6.0
PEPEMONTOYA,dispenser,2022-01-15 16:04:44,2022-01,100.0,660.09,1.0,0.777,1.04,1.11,1.16,6.0
PEPECOURAGE,get,2022-01-15 15:34:06,2022-01,100.0,138.0,1.0,0.469,0.44,0.51,0.65,27.0
PEPECAKEK,get,2022-01-15 13:53:38,2022-01,100.0,110.12399999999998,1.0,0.598,0.6,0.66,0.76,32.0
PEPETOBI,get,2022-01-15 11:26:57,2022-01,100.0,634.8,1.0,0.407,0.36,0.43,0.54,33.0
PEPELVSD,get,2022-01-15 08:30:00,2022-01,100.0,165.6,1.0,0.513,0.41,0.53,0.7,22.0
ILUMINATRARE,get,2022-01-15 06:48:31,2022-01,100.0,1380.0,1.0,1.329,0.91,1.09,1.27,34.0
DANPEPERIAN,dispenser,2022-01-14 21:40:26,2022-01,100.0,660.09,1.0,0.397,0.41,0.51,0.66,5.0
LISKPPAPPEPE,get,2022-01-14 15:07:48,2022-01,100.0,110.4,2.0,0.485,0.51,0.55,0.64,6.0
CREMAPEPE,give,2022-01-14 10:23:19,2022-01,100.0,207.0,1.0,0.568,0.63,0.71,0.79,26.0
PEPELAMA,get,2022-01-14 09:51:23,2022-01,100.0,273.23999999999995,1.0,0.587,0.69,0.8,0.93,20.0
PEPEMOVIE,get,2022-01-14 01:18:43,2022-01,100.0,138.0,1.0,0.504,0.48,0.58,0.69,14.0
JALAPEPE,get,2022-01-13 23:33:58,2022-01,100.0,414.0,1.0,0.4,0.33,0.41,0.54,3.0
PEPEREME,dispenser,2022-01-13 22:16:49,2022-01,100.0,990.135,1.0,0.591,0.66,0.73,0.83,35.0
JONSNOWPEPE,get,2022-01-13 22:16:49,2022-01,100.0,262.2,1.0,0.613,0.68,0.75,0.81,30.0
CHERRYONTOP,get,2022-01-13 19:58:41,2022-01,100.0,703.8,1.0,0.625,0.7,0.77,0.84,34.0
LUPEPEN,get,2022-01-13 19:11:26,2022-01,100.0,552.0,1.0,0.608,0.26,0.4,0.64,18.0
PEPECLOCK,get,2022-01-13 14:11:42,2022-01,100.0,207.0,1.0,0.371,0.27,0.37,0.5,31.0
LISKPPAPPEPE,get,2022-01-13 12:22:38,2022-01,100.0,110.4,2.0,0.489,0.52,0.56,0.64,6.0
PEPESHIRT,get,2022-01-13 12:22:38,2022-01,100.0,110.4,2.0,0.69,0.74,0.78,0.83,30.0
LISKPPAPPEPE,get,2022-01-13 10:26:06,2022-01,100.0,107.64,1.0,0.501,0.54,0.58,0.65,6.0
CREMAPEPE,give,2022-01-13 09:48:10,2022-01,100.0,138.0,2.0,0.561,0.62,0.7,0.78,26.0
BEETLEPEPE,get,2022-01-13 07:22:26,2022-01,100.0,690.0,1.0,0.471,0.4,0.51,0.64,4.0
PEPEDINHO,get,2022-01-13 07:19:41,2022-01,100.0,414.0,1.0,0.558,0.59,0.63,0.69,34.0
PRINCESSPEPE,get,2022-01-13 03:01:45,2022-01,100.0,414.0,1.0,0.578,0.55,0.68,0.8,4.0
PEPEMOVIE,get,2022-01-11 16:56:35,2022-01,100.0,138.0,1.0,0.51,0.48,0.59,0.7,14.0
PEPEMOVIE,get,2022-01-11 01:49:11,2022-01,100.0,138.0,1.0,0.516,0.48,0.6,0.71,14.0
RAOULDUKEPEP,get,2022-01-10 23:42:02,2022-01,100.0,612.7199999999999,1.0,0.608,0.66,0.74,0.81,33.0
BARBARIANPEP,get,2022-01-10 19:33:31,2022-01,100.0,207.0,1.0,1.323,1.01,1.16,1.33,32.0
PEPEPEANUTS,get,2022-01-10 11:49:43,2022-01,100.0,552.0,1.0,0.512,0.4,0.55,0.7,5.0
CREMAPEPE,give,2022-01-10 10:55:31,2022-01,100.0,110.4,2.0,0.558,0.58,0.68,0.79,26.0
CREMAPEPE,give,2022-01-10 10:53:00,2022-01,100.0,110.4,3.0,0.555,0.58,0.66,0.79,26.0
PRINCESSPEPE,get,2022-01-10 09:35:04,2022-01,100.0,414.0,1.0,0.59,0.56,0.69,0.81,4.0
PEPEGIANT,dispenser,2022-01-10 06:11:20,2022-01,100.0,1056.144,1.0,0.386,0.23,0.34,0.59,36.0
PEPEEVO,dispenser,2022-01-10 05:47:37,2022-01,100.0,2244.306,1.0,0.464,0.57,0.63,0.7,23.0
CARTOONPEPE,get,2022-01-10 05:24:22,2022-01,100.0,306.36,1.0,0.547,0.52,0.61,0.71,30.0
STACYPEPE,dispenser,2022-01-10 05:24:22,2022-01,100.0,660.09,1.0,0.579,0.54,0.7,0.79,20.0
RAREQUEEM,get,2022-01-10 05:18:12,2022-01,100.0,483.0,1.0,1.169,0.99,1.13,1.26,33.0
PEPENAUT,get,2022-01-10 05:13:57,2022-01,100.0,345.0,1.0,0.572,0.47,0.67,0.82,35.0
PEPECAKEK,get,2022-01-10 05:13:57,2022-01,100.0,96.6,2.0,0.598,0.6,0.66,0.76,32.0
DIAMONDSPEPE,get,2022-01-10 05:13:57,2022-01,100.0,262.2,1.0,0.616,0.66,0.79,0.87,32.0
CARTOONPEPE,get,2022-01-10 05:13:57,2022-01,100.0,212.52,1.0,0.548,0.53,0.61,0.71,30.0
CLUBSPEPE,get,2022-01-10 05:13:57,2022-01,100.0,345.0,1.0,0.596,0.7,0.8,0.86,32.0
CARTOONPEPE,get,2022-01-10 05:13:57,2022-01,100.0,151.79999999999998,1.0,0.55,0.54,0.61,0.71,30.0
TAKOPEPE,dispenser,2022-01-10 05:03:22,2022-01,100.0,660.09,1.0,0.567,0.5,0.7,0.98,28.0
PEPEREME,dispenser,2022-01-10 05:03:22,2022-01,100.0,660.09,1.0,0.592,0.65,0.72,0.82,35.0
GUNSNPEPES,get,2022-01-09 23:03:58,2022-01,100.0,483.0,1.0,1.534,1.2,1.34,1.49,34.0
GUNSNPEPES,get,2022-01-09 22:27:41,2022-01,100.0,414.0,1.0,1.54,1.21,1.35,1.5,34.0
CREMAPEPE,get,2022-01-09 22:05:11,2022-01,100.0,414.0,1.0,0.555,0.58,0.66,0.79,26.0
BADWISHES,get,2022-01-09 17:29:25,2022-01,100.0,124.2,1.0,0.615,0.69,0.73,0.78,33.0
PENNYPEPE,get,2022-01-09 12:38:14,2022-01,100.0,212.52,1.0,1.209,1.19,1.36,1.51,35.0
BADWISHES,get,2022-01-09 10:39:55,2022-01,100.0,115.92,1.0,0.617,0.7,0.73,0.78,33.0
FRACTALPEPE,give,2022-01-09 08:56:38,2022-01,99.0,276.0,1.0,0.343,0.3131313131313131,0.3939393939393939,0.5050505050505051,6.0
PEPEMOVIE,get,2022-01-09 08:40:41,2022-01,100.0,137.9724,1.0,0.523,0.48,0.61,0.72,14.0
PEPECAKEK,get,2022-01-09 08:40:41,2022-01,100.0,96.6,1.0,0.606,0.62,0.67,0.77,32.0
SHININGPEPE,get,2022-01-09 05:46:30,2022-01,100.0,372.6,1.0,0.59,0.78,0.95,1.17,7.0
PEPEWORLDCUP,get,2022-01-09 04:47:52,2022-01,100.0,690.0,1.0,0.579,0.6,0.65,0.72,29.0
PEPEPHONEHOM,get,2022-01-09 01:25:35,2022-01,100.0,496.8,1.0,0.399,0.33,0.43,0.56,3.0
FLUFFYPEPES,get,2022-01-09 01:18:54,2022-01,100.0,179.39999999999998,1.0,0.488,0.48,0.55,0.65,15.0
CREMAPEPE,give,2022-01-08 23:11:00,2022-01,100.0,138.0,3.0,0.555,0.58,0.66,0.79,26.0
REPOPEPE,get,2022-01-08 22:01:02,2022-01,100.0,827.9999999999999,1.0,0.558,0.56,0.64,0.78,3.0
SALTANDPEPE,get,2022-01-08 20:26:21,2022-01,100.0,248.4,3.0,0.656,0.69,0.77,0.82,3.0
RELATEPEPE,get,2022-01-08 20:26:21,2022-01,100.0,276.0,1.0,0.337,0.24,0.34,0.46,8.0
CREMAPEPE,give,2022-01-08 00:38:30,2022-01,100.0,165.6,1.0,0.54,0.55,0.63,0.77,26.0
CREMAPEPE,give,2022-01-08 00:38:30,2022-01,100.0,138.0,2.0,0.533,0.54,0.62,0.76,26.0
PEPECAKEK,get,2022-01-07 22:58:18,2022-01,100.0,96.6,1.0,0.614,0.63,0.68,0.78,32.0
PEPESHIRT,get,2022-01-07 22:25:35,2022-01,100.0,110.4,1.0,0.701,0.76,0.79,0.84,30.0
PEPECOURAGE,get,2022-01-07 19:20:41,2022-01,100.0,124.2,1.0,0.477,0.45,0.52,0.66,27.0
PEPESHIRT,get,2022-01-07 19:11:35,2022-01,100.0,110.4,1.0,0.709,0.77,0.8,0.85,30.0
PEPEPHONEHOM,get,2022-01-07 10:35:48,2022-01,100.0,494.04,1.0,0.406,0.33,0.43,0.57,3.0
HISTORICPEPE,get,2022-01-07 05:52:23,2022-01,100.0,455.4,1.0,0.601,0.69,0.73,0.8,24.0
RAOULDUKEPEP,get,2022-01-07 05:42:05,2022-01,100.0,496.8,1.0,0.622,0.68,0.76,0.83,33.0
LIKEPEPEBRO,get,2022-01-07 05:26:12,2022-01,100.0,303.6,1.0,0.374,0.34,0.42,0.52,10.0
PEPESHIRT,get,2022-01-07 05:26:12,2022-01,100.0,110.4,1.0,0.717,0.78,0.81,0.86,30.0
PEPECAKEK,get,2022-01-07 04:33:37,2022-01,100.0,96.6,1.0,0.621,0.64,0.69,0.79,32.0
PEPECOURAGE,get,2022-01-07 04:33:37,2022-01,100.0,124.2,1.0,0.484,0.46,0.53,0.67,27.0
JOELOONEYBIN,get,2022-01-06 23:05:04,2022-01,100.0,2070.0,1.0,0.561,0.58,0.64,0.72,8.0
LOVEPEPETATO,get,2022-01-06 17:20:22,2022-01,100.0,2450.88,1.0,0.589,0.55,0.66,0.76,1.0
PEPEASSANGE,get,2022-01-06 16:19:25,2022-01,100.0,827.9999999999999,1.0,0.553,0.54,0.63,0.75,6.0
PEPECOURAGE,get,2022-01-06 06:56:45,2022-01,100.0,124.2,1.0,0.492,0.47,0.54,0.68,27.0
UKIPEPE,get,2022-01-06 04:24:21,2022-01,100.0,220.8,1.0,0.423,0.36,0.47,0.6,9.0
NAMIDAPEPE,dispenser,2022-01-06 03:20:45,2022-01,100.0,660.09,1.0,0.721,0.96,1.0,1.07,28.0
PEPECOURAGE,get,2022-01-05 21:44:49,2022-01,100.0,124.2,1.0,0.5,0.48,0.55,0.69,27.0
FRACTALPEPE,get,2022-01-05 20:49:46,2022-01,99.0,276.0,1.0,0.348,0.3131313131313131,0.3939393939393939,0.5050505050505051,6.0
HANPEPE,get,2022-01-05 20:23:36,2022-01,100.0,345.0,1.0,0.579,0.56,0.65,0.75,4.0
PEPEUBU,get,2022-01-05 20:05:36,2022-01,100.0,193.2,1.0,1.029,0.92,1.0,1.11,34.0
BARBARIANPEP,get,2022-01-05 20:05:36,2022-01,100.0,138.0,1.0,1.323,1.01,1.16,1.33,32.0
LOWRIDERPEPE,get,2022-01-05 19:27:49,2022-01,100.0,193.2,1.0,0.555,0.45,0.64,0.75,23.0
DANPEPERIAN,get,2022-01-05 19:27:49,2022-01,100.0,245.6124,1.0,0.398,0.41,0.51,0.66,5.0
GADGETPEPE,get,2022-01-05 19:27:49,2022-01,100.0,317.4,1.0,0.482,0.42,0.53,0.68,4.0
PEPERMIND,dispenser,2022-01-05 18:30:40,2022-01,100.0,858.117,1.0,0.442,0.42,0.5,0.62,3.0
CIRCLEOFPEPE,get,2022-01-05 18:30:40,2022-01,100.0,345.0,1.0,0.477,0.51,0.61,0.71,3.0
HYPNOPEPE,get,2022-01-05 18:30:40,2022-01,100.0,345.0,1.0,0.284,0.26,0.33,0.44,4.0
FREEMYPEPE,get,2022-01-05 06:53:30,2022-01,100.0,234.5724,1.0,0.379,0.28,0.37,0.52,11.0
CERSEIPEPE,get,2022-01-05 06:19:25,2022-01,100.0,193.2,1.0,0.643,0.72,0.78,0.85,32.0
PEPECARNIVAL,get,2022-01-05 06:19:25,2022-01,100.0,193.2,1.0,0.603,0.54,0.76,0.9,23.0
NAMIDAPEPE,dispenser,2022-01-05 04:39:50,2022-01,100.0,506.069,1.0,0.729,0.96,1.0,1.07,28.0
SALTANDPEPE,get,2022-01-05 01:23:06,2022-01,100.0,248.4,1.0,0.656,0.69,0.77,0.82,3.0
SALTANDPEPE,get,2022-01-05 00:52:16,2022-01,100.0,248.4,1.0,0.661,0.69,0.78,0.83,3.0
PEPEANDROID,get,2022-01-05 00:37:32,2022-01,100.0,149.04,1.0,0.598,0.61,0.72,0.82,27.0
WALLPEPE,get,2022-01-05 00:37:32,2022-01,100.0,182.16,1.0,0.557,0.56,0.63,0.77,22.0
PEPETAR,get,2022-01-05 00:37:32,2022-01,100.0,182.16,1.0,0.612,0.6,0.69,0.8,34.0
SHIALEBPEPE,get,2022-01-04 23:26:45,2022-01,100.0,138.0,1.0,0.365,0.27,0.35,0.51,13.0
SHIALEBPEPE,get,2022-01-04 23:26:45,2022-01,100.0,124.2,1.0,0.37,0.27,0.35,0.51,13.0
FLUFFYPEPES,get,2022-01-04 23:13:40,2022-01,100.0,135.23999999999998,1.0,0.496,0.49,0.56,0.66,15.0
LISKPPAPPEPE,get,2022-01-04 23:13:40,2022-01,100.0,107.64,1.0,0.505,0.55,0.59,0.64,6.0
FREETIBETPP,give,2022-01-04 22:25:38,2022-01,100.0,124.2,1.0,0.587,0.73,0.81,0.93,27.0
FLUFFYPEPES,get,2022-01-04 20:42:45,2022-01,100.0,104.88,1.0,0.499,0.49,0.56,0.66,15.0
FLUFFYPEPES,get,2022-01-04 18:35:11,2022-01,100.0,102.12,1.0,0.499,0.49,0.56,0.66,15.0
PEPETAR,give,2022-01-04 13:08:52,2022-01,100.0,143.51999999999998,1.0,0.618,0.61,0.7,0.81,34.0
FREETIBETPP,dispenser,2022-01-04 02:56:00,2022-01,100.0,286.039,1.0,0.589,0.73,0.81,0.93,27.0
PEPETOBI,get,2022-01-04 02:17:30,2022-01,100.0,411.24,1.0,0.416,0.37,0.44,0.55,33.0
PEPENAUT,get,2022-01-04 02:17:30,2022-01,100.0,345.0,1.0,0.58,0.48,0.68,0.83,35.0
